FID,gml_id,spatial_na,spatial_al,spatial_ty,PLRNAME,BZRNAME,PGRNAME,BEZNAME,DATUM,SHAPE_Length,SHAPE_Area
278,re_planungsraum.07070707,07070707,Wittelsbacherstraße,Polygon,Wittelsbacherstraße,Lichtenrade,Lichtenrade,Tempelhof-Schöneberg,2006-06-14T00:00:00,6948.80828413132,2601638.33504169
279,re_planungsraum.08010115,08010115,Hasenheide,Polygon,Hasenheide,Schillerpromenade,Neukölln,Neukölln,2008-04-09T00:00:00,11720.7507850854,3835310.15484231
280,re_planungsraum.08010116,08010116,Wissmannstraße,Polygon,Wissmannstraße,Schillerpromenade,Neukölln,Neukölln,2008-04-09T00:00:00,3137.94983247815,444918.468930227
281,re_planungsraum.08010117,08010117,Schillerpromenade,Polygon,Schillerpromenade,Schillerpromenade,Neukölln,Neukölln,2008-04-09T00:00:00,4841.67862130821,1350317.44829992
282,re_planungsraum.08010118,08010118,Silbersteinstraße,Polygon,Silbersteinstraße,Schillerpromenade,Neukölln,Neukölln,2008-04-09T00:00:00,6425.80916769486,2307893.6000105
283,re_planungsraum.08010211,08010211,Flughafenstraße,Polygon,Flughafenstraße,Neuköllner Mitte/Zentrum,Neukölln,Neukölln,2008-04-09T00:00:00,4916.27665251555,1135198.58202993
284,re_planungsraum.08010212,08010212,Rollberg,Polygon,Rollberg,Neuköllner Mitte/Zentrum,Neukölln,Neukölln,2008-04-09T00:00:00,4706.86555393518,1000176.70034073
285,re_planungsraum.08010213,08010213,Körnerpark,Polygon,Körnerpark,Neuköllner Mitte/Zentrum,Neukölln,Neukölln,2008-04-09T00:00:00,4914.07991254974,1489905.75792824
286,re_planungsraum.08010214,08010214,Glasower Straße,Polygon,Glasower Straße,Neuköllner Mitte/Zentrum,Neukölln,Neukölln,2008-04-09T00:00:00,5946.72459904136,1585092.11852039
287,re_planungsraum.08010301,08010301,Reuterkiez,Polygon,Reuterkiez,Reuterstraße,Neukölln,Neukölln,2008-04-09T00:00:00,8013.85647883981,2773773.23194579
288,re_planungsraum.08010302,08010302,Bouchéstraße,Polygon,Bouch¿straße,Reuterstraße,Neukölln,Neukölln,2008-04-09T00:00:00,3208.64796310307,376980.771533899
289,re_planungsraum.08010303,08010303,Donaustraße,Polygon,Donaustraße,Reuterstraße,Neukölln,Neukölln,2008-04-09T00:00:00,4573.50721004849,688735.373524248
290,re_planungsraum.08010404,08010404,Rixdorf,Polygon,Rixdorf,Rixdorf,Neukölln,Neukölln,2008-04-09T00:00:00,7484.41063371139,2696637.87797035
291,re_planungsraum.08010405,08010405,Hertzbergplatz,Polygon,Hertzbergplatz,Rixdorf,Neukölln,Neukölln,2008-04-09T00:00:00,5525.36141037773,1074576.35711366
292,re_planungsraum.08010406,08010406,Treptower Straße Nord,Polygon,Treptower Straße Nord,Rixdorf,Neukölln,Neukölln,2008-04-09T00:00:00,5261.07015218874,1160567.27392956
293,re_planungsraum.08010407,08010407,Gewerbegebiet Ederstraße,Polygon,Gewerbegebiet Ederstraße,Rixdorf,Neukölln,Neukölln,2008-04-09T00:00:00,3899.65496462647,646238.094480363
294,re_planungsraum.08010508,08010508,Weiße Siedlung,Polygon,Weiße Siedlung,Köllnische Heide,Neukölln,Neukölln,2008-04-09T00:00:00,8126.77642519685,3015942.22267194
295,re_planungsraum.08010509,08010509,Schulenburgpark,Polygon,Schulenburgpark,Köllnische Heide,Neukölln,Neukölln,2008-04-09T00:00:00,5945.79682301183,1907257.07872135
296,re_planungsraum.08010510,08010510,Gewerbegebiet Köllnische Heide,Polygon,Gewerbegebiet Köllnische Heide,Köllnische Heide,Neukölln,Neukölln,2008-04-09T00:00:00,10856.7279533237,4003303.48238633
297,re_planungsraum.08020619,08020619,Buschkrugallee Nord,Polygon,Buschkrugallee Nord,Britz,Britz/Buckow,Neukölln,2006-06-14T00:00:00,10002.4768369028,4963974.12024287
298,re_planungsraum.08020620,08020620,Tempelhofer Weg,Polygon,Tempelhofer Weg,Britz,Britz/Buckow,Neukölln,2006-06-14T00:00:00,12177.1216157191,4864550.28281994
299,re_planungsraum.08020621,08020621,Mohriner Allee Nord,Polygon,Mohriner Allee Nord,Britz,Britz/Buckow,Neukölln,2006-06-14T00:00:00,10303.6318832851,3151871.38458869
300,re_planungsraum.08020622,08020622,Parchimer Allee,Polygon,Parchimer Allee,Britz,Britz/Buckow,Neukölln,2006-06-14T00:00:00,9686.49318187778,5764135.39403669
301,re_planungsraum.08020623,08020623,Ortolanweg,Polygon,Ortolanweg,Britz,Britz/Buckow,Neukölln,2006-06-14T00:00:00,8772.34000253169,3189043.73904613
302,re_planungsraum.08020624,08020624,Britzer Garten,Polygon,Britzer Garten,Britz,Britz/Buckow,Neukölln,2006-06-14T00:00:00,11507.9717288546,8027472.16651284
303,re_planungsraum.08020625,08020625,Handwerker-Siedlung,Polygon,Handwerker-Siedlung,Britz,Britz/Buckow,Neukölln,2006-06-14T00:00:00,8564.66219794298,3696818.07489286
304,re_planungsraum.08020726,08020726,Buckow West,Polygon,Buckow West,Buckow,Britz/Buckow,Neukölln,2006-06-14T00:00:00,9284.51858945483,3912998.23865048
305,re_planungsraum.08020727,08020727,Buckow Mitte,Polygon,Buckow Mitte,Buckow,Britz/Buckow,Neukölln,2006-06-14T00:00:00,10205.8676167848,5454844.55014927
306,re_planungsraum.08020728,08020728,Buckow Ost,Polygon,Buckow Ost,Buckow,Britz/Buckow,Neukölln,2006-06-14T00:00:00,7940.64757151299,2971832.61614372
307,re_planungsraum.08030829,08030829,Gropiusstadt Nord,Polygon,Gropiusstadt Nord,Gropiusstadt,Gropiusstadt,Neukölln,2006-06-14T00:00:00,10200.8324340075,2275017.83191062
308,re_planungsraum.08030830,08030830,Gropiusstadt Süd,Polygon,Gropiusstadt Süd,Gropiusstadt,Gropiusstadt,Neukölln,2006-06-14T00:00:00,7125.24221833285,1818185.55732613
309,re_planungsraum.08030831,08030831,Gropiusstadt Ost,Polygon,Gropiusstadt Ost,Gropiusstadt,Gropiusstadt,Neukölln,2006-06-14T00:00:00,8928.85563270026,3042129.8043105
310,re_planungsraum.08040932,08040932,Goldhähnchenweg,Polygon,Goldhähnchenweg,Buckow Nord,Buckow Nord/Rudow,Neukölln,2006-06-14T00:00:00,2630.98095398992,359592.098089391
311,re_planungsraum.08040933,08040933,Vogelviertel Süd,Polygon,Vogelviertel Süd,Buckow Nord,Buckow Nord/Rudow,Neukölln,2006-06-14T00:00:00,8976.98380597914,2220636.96633099
312,re_planungsraum.08040934,08040934,Vogelviertel Nord,Polygon,Vogelviertel Nord,Buckow Nord,Buckow Nord/Rudow,Neukölln,2006-06-14T00:00:00,4713.57900515185,1183703.03988417
313,re_planungsraum.08041035,08041035,Blumenviertel,Polygon,Blumenviertel,Rudow,Buckow Nord/Rudow,Neukölln,2006-06-14T00:00:00,10888.955053194,5693055.67890919
314,re_planungsraum.08041036,08041036,Zittauer Straße,Polygon,Zittauer Straße,Rudow,Buckow Nord/Rudow,Neukölln,2006-06-14T00:00:00,10342.1917816892,5159494.82902521
315,re_planungsraum.08041037,08041037,Alt-Rudow,Polygon,Alt-Rudow,Rudow,Buckow Nord/Rudow,Neukölln,2006-06-14T00:00:00,10669.6263223257,6732697.26076549
316,re_planungsraum.08041038,08041038,Waßmannsdorfer Chaussee,Polygon,Waßmannsdorfer Chaussee,Rudow,Buckow Nord/Rudow,Neukölln,2006-06-14T00:00:00,12784.3299824396,7448589.50368317
317,re_planungsraum.08041039,08041039,Frauenviertel,Polygon,Frauenviertel,Rudow,Buckow Nord/Rudow,Neukölln,2006-06-14T00:00:00,4664.52393016447,1265815.41835741
318,re_planungsraum.08041040,08041040,Waltersdorfer Chaussee Ost,Polygon,Waltersdorfer Chaussee Ost,Rudow,Buckow Nord/Rudow,Neukölln,2006-06-14T00:00:00,10922.5582135202,6024095.47538642
319,re_planungsraum.09010101,09010101,Elsenstraße,Polygon,Elsenstraße,Alt-Treptow,Treptow-Köpenick 1,Treptow-Köpenick,2006-06-14T00:00:00,8331.42322907669,3325749.27516868
320,re_planungsraum.09010102,09010102,Am Treptower Park Nord,Polygon,Am Treptower Park Nord,Alt-Treptow,Treptow-Köpenick 1,Treptow-Köpenick,2006-06-14T00:00:00,8203.88767573726,2903439.79394055
321,re_planungsraum.09010201,09010201,Am Treptower Park Süd,Polygon,Am Treptower Park Süd,Plänterwald,Treptow-Köpenick 1,Treptow-Köpenick,2006-06-14T00:00:00,8479.29137459417,2300571.05239195
322,re_planungsraum.09010202,09010202,Köpenicker Landstraße,Polygon,Köpenicker Landstraße,Plänterwald,Treptow-Köpenick 1,Treptow-Köpenick,2006-06-14T00:00:00,12373.9657508231,5777909.36323912
323,re_planungsraum.09010301,09010301,Baumschulenstraße,Polygon,Baumschulenstraße,Baumschulenweg,Treptow-Köpenick 1,Treptow-Köpenick,2006-06-14T00:00:00,12884.947127115,5681767.46558531
324,re_planungsraum.09010302,09010302,Späthsfelde,Polygon,Späthsfelde,Baumschulenweg,Treptow-Köpenick 1,Treptow-Köpenick,2006-06-14T00:00:00,13035.1755186822,7317641.20896036
325,re_planungsraum.09010401,09010401,Johannisthal West,Polygon,Johannisthal West,Johannisthal,Treptow-Köpenick 1,Treptow-Köpenick,2006-06-14T00:00:00,16557.8440143235,8724531.50084253
326,re_planungsraum.09010402,09010402,Johannisthal Ost,Polygon,Johannisthal Ost,Johannisthal,Treptow-Köpenick 1,Treptow-Köpenick,2006-06-14T00:00:00,13906.7864922216,8689769.04527075
327,re_planungsraum.09020501,09020501,Oberschöneweide West,Polygon,Oberschöneweide West,Oberschöneweide,Treptow-Köpenick 2,Treptow-Köpenick,2006-06-14T00:00:00,12286.2049933174,6257736.58130336
328,re_planungsraum.09020502,09020502,Oberschöneweide Ost,Polygon,Oberschöneweide Ost,Oberschöneweide,Treptow-Köpenick 2,Treptow-Köpenick,2006-06-14T00:00:00,18118.9551391383,15074424.2118564
329,re_planungsraum.09020601,09020601,Schnellerstraße,Polygon,Schnellerstraße,Niederschöneweide,Treptow-Köpenick 2,Treptow-Köpenick,2006-06-14T00:00:00,19549.3780630496,5125965.25554573
330,re_planungsraum.09020602,09020602,Oberspree,Polygon,Oberspree,Niederschöneweide,Treptow-Köpenick 2,Treptow-Köpenick,2006-06-14T00:00:00,15054.7017413849,4275215.67961859
331,re_planungsraum.09020701,09020701,Adlershof West,Polygon,Adlershof West,Adlershof,Treptow-Köpenick 2,Treptow-Köpenick,2006-06-14T00:00:00,12497.5778686673,7176224.32199309
332,re_planungsraum.09020702,09020702,Adlershof Ost,Polygon,Adlershof Ost,Adlershof,Treptow-Köpenick 2,Treptow-Köpenick,2006-06-14T00:00:00,15138.1698521454,9371001.64591775
333,re_planungsraum.09020801,09020801,Spindlersfeld,Polygon,Spindlersfeld,Köllnische Vorstadt/Spindlersfeld,Treptow-Köpenick 2,Treptow-Köpenick,2006-06-14T00:00:00,5167.28687977503,1537782.46152574
334,re_planungsraum.09020802,09020802,Köllnische Vorstadt,Polygon,Köllnische Vorstadt,Köllnische Vorstadt/Spindlersfeld,Treptow-Köpenick 2,Treptow-Köpenick,2006-06-14T00:00:00,10395.0122372546,4178517.2585209
335,re_planungsraum.09030901,09030901,Dorf Altglienicke,Polygon,Dorf Altglienicke,Altglienicke,Treptow-Köpenick 3,Treptow-Köpenick,2006-06-14T00:00:00,22465.6007327758,15513944.337055
336,re_planungsraum.09030902,09030902,Wohngebiet II,Polygon,Wohngebiet II,Altglienicke,Treptow-Köpenick 3,Treptow-Köpenick,2006-06-14T00:00:00,4613.06933126353,1021851.07846584
337,re_planungsraum.09030903,09030903,Kölner Viertel,Polygon,Kölner Viertel,Altglienicke,Treptow-Köpenick 3,Treptow-Köpenick,2006-06-14T00:00:00,9797.33012511635,4218799.92414963
338,re_planungsraum.09031001,09031001,Bohnsdorf,Polygon,Bohnsdorf,Bohnsdorf,Treptow-Köpenick 3,Treptow-Köpenick,2006-06-14T00:00:00,19189.0961787168,17866552.4980075
339,re_planungsraum.09031101,09031101,Grünau,Polygon,Grünau,Grünau,Treptow-Köpenick 3,Treptow-Köpenick,2006-06-14T00:00:00,30297.7600992561,24603089.3686684
340,re_planungsraum.09031201,09031201,Karolinenhof,Polygon,Karolinenhof,Schmöckwitz/Karolinenhof/Rauchfangswerder,Treptow-Köpenick 3,Treptow-Köpenick,2006-06-14T00:00:00,11569.6874100521,6319594.24453975
341,re_planungsraum.09031202,09031202,Schmöckwitz/Rauchfangswerder,Polygon,Schmöckwitz/Rauchfangswerder,Schmöckwitz/Karolinenhof/Rauchfangswerder,Treptow-Köpenick 3,Treptow-Köpenick,2006-06-14T00:00:00,51082.8638076409,39560100.9743862
342,re_planungsraum.09041301,09041301,Kietzer Feld/Nachtheide,Polygon,Kietzer Feld/Nachtheide,Köpenick Süd,Treptow-Köpenick 4,Treptow-Köpenick,2006-06-14T00:00:00,38909.4696471716,51959323.8349752
343,re_planungsraum.09041302,09041302,Wendenschloß,Polygon,Wendenschloß,Köpenick Süd,Treptow-Köpenick 4,Treptow-Köpenick,2006-06-14T00:00:00,12441.0134439487,2592467.17857608
344,re_planungsraum.09041401,09041401,Allende I,Polygon,Allende I,Allende-Viertel,Treptow-Köpenick 4,Treptow-Köpenick,2006-06-14T00:00:00,6266.80840194596,1258819.78767334
345,re_planungsraum.09041402,09041402,Allende II,Polygon,Allende II,Allende-Viertel,Treptow-Köpenick 4,Treptow-Köpenick,2006-06-14T00:00:00,5233.07160953722,1638596.48992353
346,re_planungsraum.09041501,09041501,Altstadt Kietz,Polygon,Altstadt Kietz,Altstadt Kietz,Treptow-Köpenick 4,Treptow-Köpenick,2009-09-14T00:00:00,7906.31079339657,2237742.56295337
347,re_planungsraum.09041601,09041601,Müggelheim,Polygon,Müggelheim,Müggelheim,Treptow-Köpenick 4,Treptow-Köpenick,2006-06-14T00:00:00,38003.1836346049,59544590.8784251
348,re_planungsraum.09051701,09051701,Hirschgarten,Polygon,Hirschgarten,Friedrichshagen,Treptow-Köpenick 5,Treptow-Köpenick,2006-06-14T00:00:00,12721.0208203213,4864466.50066556
349,re_planungsraum.09051702,09051702,Bölschestraße,Polygon,Bölschestraße,Friedrichshagen,Treptow-Köpenick 5,Treptow-Köpenick,2006-06-14T00:00:00,27674.717903363,32891686.2427606
350,re_planungsraum.09051801,09051801,Rahnsdorf/Hessenwinkel,Polygon,Rahnsdorf/Hessenwinkel,Rahnsdorf/Hessenwinkel,Treptow-Köpenick 5,Treptow-Köpenick,2006-06-14T00:00:00,52224.3325245668,57639047.9692809
351,re_planungsraum.09051901,09051901,Dammvorstadt,Polygon,Dammvorstadt,Dammvorstadt,Treptow-Köpenick 5,Treptow-Köpenick,2006-06-14T00:00:00,16408.4879155122,7485992.54856268
352,re_planungsraum.09052001,09052001,Köpenick Nord,Polygon,Köpenick Nord,Köpenick Nord,Treptow-Köpenick 5,Treptow-Köpenick,2006-06-14T00:00:00,25097.5709174506,21441357.673951
353,re_planungsraum.10010101,10010101,Marzahn West,Polygon,Marzahn West,Marzahn Nord,Marzahn,Marzahn-Hellersdorf,2006-06-14T00:00:00,6996.89558277466,1878999.84902587
354,re_planungsraum.10010102,10010102,Havemannstraße,Polygon,Havemannstraße,Marzahn Nord,Marzahn,Marzahn-Hellersdorf,2006-06-14T00:00:00,10669.7610517553,5132797.27158691
355,re_planungsraum.10010203,10010203,Gewerbegebiet Bitterfelder Straße,Polygon,Gewerbegebiet Bitterfelder Straße,Marzahn Mitte,Marzahn,Marzahn-Hellersdorf,2006-06-14T00:00:00,13927.9681883053,9724830.60969295
356,re_planungsraum.10010204,10010204,Wuhletalstraße,Polygon,Wuhletalstraße,Marzahn Mitte,Marzahn,Marzahn-Hellersdorf,2006-06-14T00:00:00,6823.25956051247,2285057.09659634
357,re_planungsraum.10010205,10010205,Marzahn Ost,Polygon,Marzahn Ost,Marzahn Mitte,Marzahn,Marzahn-Hellersdorf,2006-06-14T00:00:00,7512.43155818948,2968159.74775132
358,re_planungsraum.10010206,10010206,Ringkolonnaden,Polygon,Ringkolonnaden,Marzahn Mitte,Marzahn,Marzahn-Hellersdorf,2006-06-14T00:00:00,8928.19462342797,4014632.9370317
359,re_planungsraum.10010207,10010207,Marzahner Promenade,Polygon,Marzahner Promenade,Marzahn Mitte,Marzahn,Marzahn-Hellersdorf,2006-06-14T00:00:00,8059.60384426236,2324408.10835004
360,re_planungsraum.10010308,10010308,Marzahner Chaussee,Polygon,Marzahner Chaussee,Marzahn Süd,Marzahn,Marzahn-Hellersdorf,2006-06-14T00:00:00,16122.0648229786,10795553.1797035
361,re_planungsraum.10010309,10010309,Springpfuhl,Polygon,Springpfuhl,Marzahn Süd,Marzahn,Marzahn-Hellersdorf,2006-06-14T00:00:00,8793.27732237726,3240870.22703315
362,re_planungsraum.10010310,10010310,Alt-Marzahn,Polygon,Alt-Marzahn,Marzahn Süd,Marzahn,Marzahn-Hellersdorf,2006-06-14T00:00:00,11047.9024368207,6043944.42687237
363,re_planungsraum.10010311,10010311,Landsberger Tor,Polygon,Landsberger Tor,Marzahn Süd,Marzahn,Marzahn-Hellersdorf,2006-06-14T00:00:00,10503.8709673923,4342305.31277383
364,re_planungsraum.10020412,10020412,Alte Hellersdorfer Straße,Polygon,Alte Hellersdorfer Straße,Hellersdorf Nord,Hellersdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,5438.11226529871,1202562.01169584
365,re_planungsraum.10020413,10020413,Gut Hellersdorf,Polygon,Gut Hellersdorf,Hellersdorf Nord,Hellersdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,9974.84874309975,4369124.3518793
366,re_planungsraum.10020414,10020414,Helle Mitte,Polygon,Helle Mitte,Hellersdorf Nord,Hellersdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,2802.76326989893,442006.581054857
367,re_planungsraum.10020415,10020415,Hellersdorfer Promenade,Polygon,Hellersdorfer Promenade,Hellersdorf Nord,Hellersdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,5334.42518208161,1219640.87101332
368,re_planungsraum.10020416,10020416,Böhlener Straße,Polygon,Böhlener Straße,Hellersdorf Nord,Hellersdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,8166.710726915,2482024.45074967
369,re_planungsraum.10020517,10020517,Adele-Sandrock-Straße,Polygon,Adele-Sandrock-Straße,Hellersdorf Ost,Hellersdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,9525.36952518743,2998353.35886126
370,re_planungsraum.10020518,10020518,Schleipfuhl,Polygon,Schleipfuhl,Hellersdorf Ost,Hellersdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,5527.15743114337,1284995.72890627
371,re_planungsraum.10020519,10020519,Boulevard Kastanienallee,Polygon,Boulevard Kastanienallee,Hellersdorf Ost,Hellersdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,5409.19973670855,1420372.60924808
372,re_planungsraum.10020620,10020620,Kaulsdorf Nord II,Polygon,Kaulsdorf Nord II,Hellersdorf Süd,Hellersdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,5922.02579875187,1404728.48698309
373,re_planungsraum.10020621,10020621,Gelbes Viertel,Polygon,Gelbes Viertel,Hellersdorf Süd,Hellersdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,6033.71664438619,1346329.11648519
374,re_planungsraum.10020622,10020622,Kaulsdorf Nord I,Polygon,Kaulsdorf Nord I,Hellersdorf Süd,Hellersdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,7165.17849840855,2728038.56327287
375,re_planungsraum.10020623,10020623,Rotes Viertel,Polygon,Rotes Viertel,Hellersdorf Süd,Hellersdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,4385.74796834874,1016464.04634492
376,re_planungsraum.10030724,10030724,Oberfeldstraße,Polygon,Oberfeldstraße,Biesdorf,Biesdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,11992.3734660578,7411119.91106881
377,re_planungsraum.10030725,10030725,Buckower Ring,Polygon,Buckower Ring,Biesdorf,Biesdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,11207.168468727,5549948.88336895
378,re_planungsraum.10030726,10030726,Alt-Biesdorf,Polygon,Alt-Biesdorf,Biesdorf,Biesdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,12427.150988181,6454998.28552377
379,re_planungsraum.10030727,10030727,Biesdorf Süd,Polygon,Biesdorf Süd,Biesdorf,Biesdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,20465.4004214222,14019681.3765511
380,re_planungsraum.10040828,10040828,Kaulsdorf Nord,Polygon,Kaulsdorf Nord,Kaulsdorf,Kaulsdorf/Mahlsdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,13860.611766871,6876543.29163784
381,re_planungsraum.10040829,10040829,Alt-Kaulsdorf,Polygon,Alt-Kaulsdorf,Kaulsdorf,Kaulsdorf/Mahlsdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,9144.02609312238,3642718.30086247
382,re_planungsraum.10040830,10040830,Kaulsdorf Süd,Polygon,Kaulsdorf Süd,Kaulsdorf,Kaulsdorf/Mahlsdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,18348.0746804885,13087692.357682
383,re_planungsraum.10040931,10040931,Mahlsdorf Nord,Polygon,Mahlsdorf Nord,Mahlsdorf,Kaulsdorf/Mahlsdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,15827.5295936312,11382086.0168756
384,re_planungsraum.10040932,10040932,Alt-Mahlsdorf,Polygon,Alt-Mahlsdorf,Mahlsdorf,Kaulsdorf/Mahlsdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,10776.6658093119,5121271.98374988
385,re_planungsraum.10040933,10040933,Mahlsdorf Süd,Polygon,Mahlsdorf Süd,Mahlsdorf,Kaulsdorf/Mahlsdorf,Marzahn-Hellersdorf,2006-06-14T00:00:00,20645.714307055,18470304.7604297
386,re_planungsraum.11010101,11010101,Dorf Malchow,Polygon,Dorf Malchow,"Malchow, Wartenberg und Falkenberg",Hohenschönhausen Nord,Lichtenberg,2006-06-14T00:00:00,9575.79671160111,3991936.81536867
387,re_planungsraum.11010102,11010102,Dorf Wartenberg,Polygon,Dorf Wartenberg,"Malchow, Wartenberg und Falkenberg",Hohenschönhausen Nord,Lichtenberg,2006-06-14T00:00:00,19783.9922805547,18861138.6927888
388,re_planungsraum.11010103,11010103,Dorf Falkenberg,Polygon,Dorf Falkenberg,"Malchow, Wartenberg und Falkenberg",Hohenschönhausen Nord,Lichtenberg,2006-06-14T00:00:00,12821.046087477,8266710.462513
389,re_planungsraum.11010204,11010204,Falkenberg Ost,Polygon,Falkenberg Ost,Neu-Hohenschönhausen Nord,Hohenschönhausen Nord,Lichtenberg,2006-06-14T00:00:00,7559.1769781375,2458820.8032776
390,re_planungsraum.11010205,11010205,Falkenberg West,Polygon,Falkenberg West,Neu-Hohenschönhausen Nord,Hohenschönhausen Nord,Lichtenberg,2006-06-14T00:00:00,7331.26467499284,2097442.28517631
391,re_planungsraum.11010206,11010206,Wartenberg Süd,Polygon,Wartenberg Süd,Neu-Hohenschönhausen Nord,Hohenschönhausen Nord,Lichtenberg,2006-06-14T00:00:00,5609.63563952053,1235038.92216508
392,re_planungsraum.11010207,11010207,Wartenberg Nord,Polygon,Wartenberg Nord,Neu-Hohenschönhausen Nord,Hohenschönhausen Nord,Lichtenberg,2006-06-14T00:00:00,7427.13954237163,1780778.46972106
393,re_planungsraum.11010308,11010308,Zingster Straße Ost,Polygon,Zingster Straße Ost,Neu-Hohenschönhausen Süd,Hohenschönhausen Nord,Lichtenberg,2006-06-14T00:00:00,6645.25290716531,1975687.34500364
394,re_planungsraum.11010309,11010309,Zingster Straße West,Polygon,Zingster Straße West,Neu-Hohenschönhausen Süd,Hohenschönhausen Nord,Lichtenberg,2006-06-14T00:00:00,7584.78673869593,2440237.57664294
395,re_planungsraum.11010310,11010310,Mühlengrund,Polygon,Mühlengrund,Neu-Hohenschönhausen Süd,Hohenschönhausen Nord,Lichtenberg,2006-06-14T00:00:00,7320.38097942567,1905638.19881147
396,re_planungsraum.11020411,11020411,Malchower Weg,Polygon,Malchower Weg,Alt-Hohenschönhausen Nord,Hohenschönhausen Süd,Lichtenberg,2006-06-14T00:00:00,12063.08248376,6033743.89677458
397,re_planungsraum.11020412,11020412,Hauptstraße,Polygon,Hauptstraße,Alt-Hohenschönhausen Nord,Hohenschönhausen Süd,Lichtenberg,2006-06-14T00:00:00,13641.5179733713,6801568.22146943
398,re_planungsraum.11020513,11020513,Orankesee,Polygon,Orankesee,Alt-Hohenschönhausen Süd,Hohenschönhausen Süd,Lichtenberg,2006-06-14T00:00:00,10408.5796590549,5228216.99231268
399,re_planungsraum.11020514,11020514,Große-Leege-Straße,Polygon,Große-Leege-Straße,Alt-Hohenschönhausen Süd,Hohenschönhausen Süd,Lichtenberg,2006-06-14T00:00:00,7459.81617367816,1855209.10038758
400,re_planungsraum.11020515,11020515,Landsberger Allee,Polygon,Landsberger Allee,Alt-Hohenschönhausen Süd,Hohenschönhausen Süd,Lichtenberg,2006-06-14T00:00:00,9244.86647397747,2537447.76191197
401,re_planungsraum.11020516,11020516,Weiße Taube,Polygon,Weiße Taube,Alt-Hohenschönhausen Süd,Hohenschönhausen Süd,Lichtenberg,2006-06-14T00:00:00,8308.85275678271,2791818.81658868
402,re_planungsraum.11030617,11030617,Hohenschönhausener Straße,Polygon,Hohenschönhausener Straße,Fennpfuhl,Lichtenberg Nord,Lichtenberg,2006-06-14T00:00:00,5824.44956999923,1125349.6381199
403,re_planungsraum.11030618,11030618,Fennpfuhl West,Polygon,Fennpfuhl West,Fennpfuhl,Lichtenberg Nord,Lichtenberg,2006-06-14T00:00:00,7522.92577818765,3151333.90363946
404,re_planungsraum.11030619,11030619,Fennpfuhl Ost,Polygon,Fennpfuhl Ost,Fennpfuhl,Lichtenberg Nord,Lichtenberg,2006-06-14T00:00:00,5721.96311991798,1501981.02518847
405,re_planungsraum.11030720,11030720,Herzbergstraße,Polygon,Herzbergstraße,Alt-Lichtenberg,Lichtenberg Nord,Lichtenberg,2006-06-14T00:00:00,15058.1242884711,10590366.6052303
406,re_planungsraum.11030721,11030721,Rüdigerstraße,Polygon,Rüdigerstraße,Alt-Lichtenberg,Lichtenberg Nord,Lichtenberg,2006-06-14T00:00:00,13693.5949834291,6536363.12348607
407,re_planungsraum.11030824,11030824,Frankfurter Allee Süd,Polygon,Frankfurter Allee Süd,Frankfurter Allee Süd,Lichtenberg Nord,Lichtenberg,2006-08-04T00:00:00,8403.39531776502,2839388.49384121
408,re_planungsraum.11040925,11040925,Victoriastadt,Polygon,Victoriastadt,Neu-Lichtenberg,Lichtenberg Mitte,Lichtenberg,2006-06-14T00:00:00,5756.49909438166,1061878.83384634
409,re_planungsraum.11040926,11040926,Weitlingstraße,Polygon,Weitlingstraße,Neu-Lichtenberg,Lichtenberg Mitte,Lichtenberg,2006-06-14T00:00:00,14180.4584208528,6040555.96207173
410,re_planungsraum.11041022,11041022,Rosenfelder Ring,Polygon,Rosenfelder Ring,Friedrichsfelde Nord,Lichtenberg Mitte,Lichtenberg,2006-06-14T00:00:00,6086.48404034339,1513193.63291555
411,re_planungsraum.11041023,11041023,Gensinger Straße,Polygon,Gensinger Straße,Friedrichsfelde Nord,Lichtenberg Mitte,Lichtenberg,2006-06-14T00:00:00,5844.35306258931,1213833.7577853
412,re_planungsraum.11041027,11041027,Tierpark,Polygon,Tierpark,Friedrichsfelde Nord,Lichtenberg Mitte,Lichtenberg,2006-06-14T00:00:00,9802.27347832468,4672069.73902953
